Member_ID,First_Name,Last_Name,Gender,Age,Height,Weight,Hours_Sleep,Calories_Consumed,Exercise_Calories_Burned,Date,Activity_Type,Equipment_ID,Activity Code
939801,Trisha,Bellocht,F,31,"5,5",128,6,2175,729,2017-09-12,Elliptical,56,5
939801,Trisha,Bellocht,F,31,"5,5",128,8,2301,513,2017-09-10,Bicycling,0,3
939801,Trisha,Bellocht,F,31,"5,5",128,9,1886,961,2017-10-11,Stationary_Bike,74,7
939801,Trisha,Bellocht,F,31,"5,5",128,7,1697,570,2017-10-17,Walking,0,1
939801,Trisha,Bellocht,F,31,"5,5",128,5,1794,360,2017-10-12,Treadmill,88,8
939801,Trisha,Bellocht,F,31,"5,5",128,6,1681,623,2017-10-06,Stationary_Bike,76,7
939801,Trisha,Bellocht,F,31,"5,5",128,7,1655,850,2017-09-25,Elliptical,58,5
939801,Trisha,Bellocht,F,31,"5,5",128,5,1886,688,2017-09-03,Rowing_Machine,93,9
939801,Trisha,Bellocht,F,31,"5,5",128,7,1709,838,2017-09-11,Treadmill,86,8
962653,Alessa,Pheazey,F,25,"5,6",130,9,1933,716,2017-10-15,Walking,0,1
962653,Alessa,Pheazey,F,25,"5,6",130,7,2362,640,2017-09-07,Stationary_Bike,74,7
962653,Alessa,Pheazey,F,25,"5,6",130,6,1818,809,2017-09-06,Stair_Stepper,61,6
962653,Alessa,Pheazey,F,25,"5,6",133,9,2125,454,2017-10-22,Bicycling,0,3
962653,Alessa,Pheazey,F,25,"5,6",133,7,1653,500,2017-09-24,Stationary_Bike,78,7
962653,Alessa,Pheazey,F,25,"5,6",134,6,1718,686,2017-09-21,Stair_Stepper,64,6
962653,Alessa,Pheazey,F,25,"5,6",135,8,1998,520,2017-09-14,Bicycling,0,3
962653,Alessa,Pheazey,F,25,"5,6",135,7,2119,715,2017-09-22,Elliptical,51,5
962653,Alessa,Pheazey,F,25,"5,6",130,6,1868,624,2017-09-27,Bicycling,0,3
962653,Alessa,Pheazey,F,25,"5,6",130,6,2125,488,2017-09-05,Running,0,2
302643,Jami,Pickering,F,30,"6,2",141,9,2159,822,2017-10-21,Elliptical,52,5
302643,Jami,Pickering,F,30,"6,2",141,8,1666,946,2017-10-05,Running,0,2
302643,Jami,Pickering,F,30,"6,2",141,8,1649,592,2017-09-06,Swimming,0,4
302643,Jami,Pickering,F,30,"6,2",142,7,2046,943,2017-09-20,Walking,0,1
302643,Jami,Pickering,F,30,"6,2",142,9,1961,495,2017-10-03,Stair_Stepper,66,6
302643,Jami,Pickering,F,30,"6,2",142,8,1671,992,2017-09-30,Bicycling,0,3
302643,Jami,Pickering,F,30,"6,2",141,9,1744,748,2017-09-01,Swimming,0,4
302643,Jami,Pickering,F,30,"6,2",145,6,2043,731,2017-10-13,Elliptical,53,5
302643,Jami,Pickering,F,30,"6,2",141,9,2215,722,2017-10-04,Bicycling,0,3
302643,Jami,Pickering,F,30,"6,2",141,8,2155,291,2017-10-10,Stationary_Bike,79,7
994061,Lorreta,Brown,F,59,"5,4",133,5,2058,403,2017-09-07,Running,0,2
994061,Lorreta,Brown,F,59,"5,4",133,6,2102,296,2017-10-08,Stationary_Bike,74,7
994061,Lorreta,Brown,F,59,"5,4",133,6,1663,938,2017-10-12,Rowing_Machine,94,9
994061,Lorreta,Brown,F,59,"5,4",133,5,1635,564,2017-10-04,Elliptical,55,5
994061,Lorreta,Brown,F,59,"5,4",133,7,1803,767,2017-09-28,Stationary_Bike,78,7
994061,Lorreta,Brown,F,59,"5,4",133,8,2325,320,2017-10-18,Bicycling,0,3
994061,Lorreta,Brown,F,59,"5,4",133,9,2129,886,2017-09-15,Elliptical,59,5
994061,Lorreta,Brown,F,59,"5,4",133,9,2043,585,2017-09-16,Rowing_Machine,95,9
994061,Lorreta,Brown,F,59,"5,4",133,6,2005,796,2017-09-14,Rowing_Machine,95,9
994061,Lorreta,Brown,F,59,"5,4",133,6,1604,854,2017-10-20,Stair_Stepper,64,6
206845,Marcin,Matczak,M,70,"5,6",195,9,3560,544,2017-09-26,Walking,0,1
206845,Marcin,Matczak,M,70,"5,6",195,6,1945,670,2017-09-27,Treadmill,80,8
206845,Marcin,Matczak,M,70,"5,6",195,7,1982,674,2017-09-11,Swimming,0,4
206845,Marcin,Matczak,M,70,"5,6",198,7,2119,626,2017-09-14,Stationary_Bike,76,7
206845,Marcin,Matczak,M,70,"5,6",195,5,2429,791,2017-10-18,Treadmill,83,8
206845,Marcin,Matczak,M,70,"5,6",195,9,2260,923,2017-09-15,Walking,0,1
206845,Marcin,Matczak,M,70,"5,6",192,7,1617,509,2017-09-16,Walking,0,1
206845,Marcin,Matczak,M,70,"5,6",195,7,2024,670,2017-09-10,Treadmill,80,8
206845,Marcin,Matczak,M,70,"5,6",195,6,2538,441,2017-09-28,Rowing_Machine,96,9
206845,Marcin,Matczak,M,70,"5,6",195,7,1871,615,2017-09-30,Bicycling,0,3
443185,Chris,Robinson,M,20,"6,2",194,6,2853,463,2017-09-30,Swimming,0,4
443185,Chris,Robinson,M,20,"6,2",195,6,2015,685,2017-09-11,Rowing_Machine,90,9
443185,Chris,Robinson,M,20,"6,2",194,6,2313,935,2017-09-13,Elliptical,53,5
443185,Chris,Robinson,M,20,"6,2",198,7,2888,575,2017-10-18,Rowing_Machine,97,9
443185,Chris,Robinson,M,20,"6,2",194,9,2827,356,2017-09-07,Running,0,2
443185,Chris,Robinson,M,20,"6,2",193,5,2381,925,2017-09-04,Elliptical,56,5
443185,Chris,Robinson,M,20,"6,2",194,8,2255,664,2017-09-16,Stair_Stepper,66,6
443185,Chris,Robinson,M,20,"6,2",194,8,2449,816,2017-09-21,Rowing_Machine,92,9
443185,Chris,Robinson,M,20,"6,2",194,8,2336,429,2017-09-20,Rowing_Machine,97,9
443185,Chris,Robinson,M,20,"6,2",194,6,2347,991,2017-09-25,Elliptical,56,5
853386,Matt,MacAllester,M,24,"5,7",221,9,3523,407,2017-10-08,Rowing_Machine,90,9
853386,Matt,MacAllester,M,24,"5,7",221,7,3101,908,2017-09-16,Stair_Stepper,68,6
853386,Matt,MacAllester,M,24,"5,7",226,5,2919,812,2017-09-27,Bicycling,0,3
853386,Matt,MacAllester,M,24,"5,7",226,7,2181,633,2017-09-28,Running,0,2
853386,Matt,MacAllester,M,24,"5,7",221,8,2225,318,2017-10-01,Running,0,2
853386,Matt,MacAllester,M,24,"5,7",225,8,2950,994,2017-09-22,Rowing_Machine,99,9
853386,Matt,MacAllester,M,24,"5,7",225,5,2621,905,2017-10-13,Swimming,0,4
853386,Matt,MacAllester,M,24,"5,7",225,8,2904,333,2017-09-26,Running,0,2
853386,Matt,MacAllester,M,24,"5,7",221,5,2228,340,2017-09-09,Stair_Stepper,60,6
853386,Matt,MacAllester,M,24,"5,7",221,7,2861,633,2017-09-10,Elliptical,59,5
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,7,3248,645,2017-10-08,Treadmill,84,8
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,6,2164,596,2017-09-17,Running,0,2
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,5,2979,612,2017-10-17,Running,0,2
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,7,2442,645,2017-09-10,Bicycling,0,3
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,8,2469,541,2017-10-14,Swimming,0,4
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,6,2628,755,2017-09-02,Stair_Stepper,67,6
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,5,2110,842,2017-10-21,Elliptical,58,5
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,8,2243,268,2017-09-23,Stationary_Bike,78,7
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,5,2502,680,2017-09-16,Rowing_Machine,93,9
870311,Reinaldo,Elias da Costa,M,21,"6,1",245,5,2067,831,2017-09-04,Running,0,2
42350,Peter,Griffin,M,43,"5,7",250,8,2799,674,2017-09-01,Running,0,2
42350,Peter,Griffin,M,43,"5,7",250,7,2850,558,2017-09-07,Rowing_Machine,96,9
42350,Peter,Griffin,M,43,"5,7",245,6,2497,876,2017-10-14,Bicycling,0,3
42350,Peter,Griffin,M,43,"5,7",255,5,2453,400,2017-10-08,Bicycling,0,3
42350,Peter,Griffin,M,43,"5,7",250,5,2057,285,2017-10-07,Elliptical,59,5
42350,Peter,Griffin,M,43,"5,7",250,8,2407,294,2017-10-04,Stationary_Bike,73,7
42350,Peter,Griffin,M,43,"5,7",250,9,2890,919,2017-09-27,Stationary_Bike,78,7
42350,Peter,Griffin,M,43,"5,7",250,5,2296,515,2017-09-16,Running,0,2
42350,Peter,Griffin,M,43,"5,7",250,7,2719,634,2017-09-28,Running,0,2
42350,Peter,Griffin,M,43,"5,7",250,6,3099,449,2017-09-15,Stair_Stepper,64,6
367834,Sam,Tenny,M,71,"5,6",183,8,3741,631,2017-09-07,Stair_Stepper,60,6
367834,Sam,Tenny,M,71,"5,6",186,7,2019,914,2017-10-01,Elliptical,58,5
367834,Sam,Tenny,M,71,"5,6",183,8,2522,783,2017-10-17,Swimming,0,4
367834,Sam,Tenny,M,71,"5,6",183,7,2760,724,2017-09-06,Stair_Stepper,66,6
367834,Sam,Tenny,M,71,"5,6",184,5,2199,686,2017-09-17,Walking,0,1
367834,Sam,Tenny,M,71,"5,6",186,7,2906,492,2017-09-04,Swimming,0,4
367834,Sam,Tenny,M,71,"5,6",187,7,2634,762,2017-10-02,Swimming,0,4
367834,Sam,Tenny,M,71,"5,6",186,8,2171,393,2017-09-26,Rowing_Machine,93,9
367834,Sam,Tenny,M,71,"5,6",186,6,2930,991,2017-09-14,Walking,0,1
367834,Sam,Tenny,M,71,"5,6",186,7,2538,869,2017-09-17,Elliptical,52,5
726474,Glenn,Quagmire,M,43,"5,6",191,9,2862,794,2017-09-26,Stair_Stepper,60,6
726474,Glenn,Quagmire,M,43,"5,6",191,7,2686,720,2017-10-06,Walking,0,1
726474,Glenn,Quagmire,M,43,"5,6",191,5,2259,272,2017-09-14,Bicycling,0,3
726474,Glenn,Quagmire,M,43,"5,6",192,8,2165,885,2017-09-26,Stair_Stepper,60,6
726474,Glenn,Quagmire,M,43,"5,6",193,8,2046,885,2017-10-18,Running,0,2
726474,Glenn,Quagmire,M,43,"5,6",191,8,3173,410,2017-10-06,Treadmill,87,8
726474,Glenn,Quagmire,M,43,"5,6",195,8,2817,604,2017-10-19,Bicycling,0,3
726474,Glenn,Quagmire,M,43,"5,6",191,5,2317,733,2017-10-13,Stationary_Bike,78,7
726474,Glenn,Quagmire,M,43,"5,6",191,7,2229,311,2017-09-30,Elliptical,59,5
726474,Glenn,Quagmire,M,43,"5,6",191,9,2865,311,2017-09-12,Stair_Stepper,61,6
704404,Tony,Drinkel,M,20,"5,8",209,6,2977,816,2017-10-17,Walking,0,1
704404,Tony,Drinkel,M,20,"5,8",209,7,2210,333,2017-09-15,Swimming,0,4
704404,Tony,Drinkel,M,20,"5,8",209,5,2313,804,2017-09-25,Swimming,0,4
704404,Tony,Drinkel,M,20,"5,8",209,8,2107,767,2017-09-08,Walking,0,1
704404,Tony,Drinkel,M,20,"5,8",209,5,3046,315,2017-10-11,Swimming,0,4
704404,Tony,Drinkel,M,20,"5,8",209,6,2498,910,2017-10-10,Rowing_Machine,99,9
704404,Tony,Drinkel,M,20,"5,8",209,7,2820,536,2017-09-10,Rowing_Machine,91,9
704404,Tony,Drinkel,M,20,"5,8",209,6,2956,951,2017-09-22,Treadmill,89,8
704404,Tony,Drinkel,M,20,"5,8",209,7,2911,319,2017-10-20,Rowing_Machine,90,9
704404,Tony,Drinkel,M,20,"5,8",209,6,2436,972,2017-09-27,Stair_Stepper,61,6
423905,Chuck,Norris,M,67,"5,6",205,7,3758,267,2017-09-28,Running,0,2
423905,Chuck,Norris,M,67,"5,6",203,7,2756,602,2017-09-07,Stationary_Bike,71,7
423905,Chuck,Norris,M,67,"5,6",203,9,2396,649,2017-09-24,Swimming,0,4
423905,Chuck,Norris,M,67,"5,6",203,5,2325,423,2017-10-06,Elliptical,57,5
423905,Chuck,Norris,M,67,"5,6",204,6,2239,705,2017-10-18,Elliptical,52,5
423905,Chuck,Norris,M,67,"5,6",208,9,3026,387,2017-09-10,Swimming,0,4
423905,Chuck,Norris,M,67,"5,6",203,7,2029,515,2017-09-29,Treadmill,84,8
423905,Chuck,Norris,M,67,"5,6",205,8,3057,338,2017-09-17,Bicycling,0,3
423905,Chuck,Norris,M,67,"5,6",205,5,2430,317,2017-09-29,Elliptical,51,5
423905,Chuck,Norris,M,67,"5,6",205,6,2740,861,2017-09-23,Stationary_Bike,77,7
812053,Lars,Pennock,M,31,"5,8",217,7,3171,361,2017-09-28,Rowing_Machine,96,9
812053,Lars,Pennock,M,31,"5,8",215,9,2462,334,2017-09-07,Walking,0,1
812053,Lars,Pennock,M,31,"5,8",215,5,2797,849,2017-09-15,Stationary_Bike,77,7
812053,Lars,Pennock,M,31,"5,8",215,6,2986,426,2017-09-10,Treadmill,87,8
812053,Lars,Pennock,M,31,"5,8",216,6,2613,692,2017-09-24,Bicycling,0,3
812053,Lars,Pennock,M,31,"5,8",217,9,2525,721,2017-09-29,Treadmill,85,8
812053,Lars,Pennock,M,31,"5,8",217,9,2713,773,2017-09-22,Walking,0,1
812053,Lars,Pennock,M,31,"5,8",217,9,2400,780,2017-10-22,Walking,0,1
812053,Lars,Pennock,M,31,"5,8",217,8,2832,795,2017-10-07,Running,0,2
812053,Lars,Pennock,M,31,"5,8",217,9,2489,930,2017-09-02,Elliptical,59,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,8,1800,100,2017-06-10,Stair_Stepper,65,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,8,1471,372,2017-06-11,Stair_Stepper,64,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,10,2001,322,2017-06-12,Stair_Stepper,63,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,9,2173,647,2017-06-13,Stair_Stepper,63,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,11,1815,306,2017-06-14,Rowing_Machine,93,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,11,2275,186,2017-06-15,Rowing_Machine,98,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,7,2142,342,2017-06-16,Rowing_Machine,93,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,9,2905,377,2017-06-17,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,9,2030,571,2017-06-18,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,5,1990,397,2017-06-19,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,11,1649,722,2017-06-20,Stair_Stepper,60,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,12,3008,428,2017-06-21,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,9,1821,443,2017-06-22,Stationary_Bike,70,7
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,11,1420,780,2017-06-23,Elliptical,52,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,8,1775,462,2017-06-24,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,10,1649,297,2017-06-25,Rowing_Machine,91,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,7,1565,586,2017-06-26,Stair_Stepper,63,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165.0000001,7,1481,396,2017-06-27,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,8,1396,6,2017-06-28,Walking,0,1
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,10,2164,13,2017-06-29,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,9,2052,309,2017-06-30,Rowing_Machine,96,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,10,910,212,2017-07-01,Elliptical,54,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,9,2410,618,2017-07-02,Walking,0,1
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,9,1585,305,2017-07-03,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,10,2399,529,2017-07-04,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,12,4057,475,2017-07-05,Walking,0,1
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,9,2005,338,2017-07-06,Rowing_Machine,96,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,7,1879,266,2017-07-07,Elliptical,54,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,11,2306,656,2017-07-08,Rowing_Machine,94,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,7,2315,220,2017-07-09,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,9,2223,538,2017-07-10,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,4,2034,554,2017-07-11,Stair_Stepper,66,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,10,1368,301,2017-07-12,Elliptical,53,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,2,1860,365,2017-07-13,Rowing_Machine,90,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,10,2129,278,2017-07-14,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,8,1998,293,2017-07-15,Stationary_Bike,70,7
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,9,2422,350,2017-07-16,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,10,2293,324,2017-07-17,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,12,1622,347,2017-07-18,Elliptical,56,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,7,2208,275,2017-07-19,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,9,1945,428,2017-07-20,Rowing_Machine,92,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,8,1742,248,2017-07-21,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,7,1060,326,2017-07-22,Elliptical,57,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,7,1388,561,2017-07-23,Rowing_Machine,95,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,9,2044,545,2017-07-24,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,8,2918,644,2017-07-25,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,10,1240,698,2017-07-26,Elliptical,52,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,11,1805,561,2017-07-27,Stationary_Bike,74,7
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,9,1921,321,2017-07-28,Rowing_Machine,92,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,11,1658,578,2017-07-29,Elliptical,56,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,10,2224,392,2017-07-30,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,10,2302,546,2017-07-31,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",170,8,1790,476,2017-08-01,Rowing_Machine,93,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,11,1608,436,2017-08-02,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,9,1831,333,2017-08-03,Rowing_Machine,99,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,11,1872,207,2017-08-04,Stair_Stepper,69,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,6,1825,364,2017-08-05,Elliptical,50,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,12,1956,851,2017-08-06,Running,0,2
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,8,2331,455,2017-08-07,Stationary_Bike,75,7
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,8,2378,435,2017-08-08,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,9,1070,395,2017-08-09,Elliptical,54,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,9,2370,461,2017-08-10,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,11,2027,256,2017-08-11,Stair_Stepper,66,6
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,11,1361,300,2017-08-12,Bicycling,0,3
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,8,1608,451,2017-08-13,Treadmill,84,8
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,8,2040,540,2017-08-14,Treadmill,82,8
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",167,9,1797,532,2017-08-15,Swimming,0,4
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,8,1686,805,2017-08-16,Rowing_Machine,92,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,5,2193,794,2017-08-17,Elliptical,53,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,10,1841,669,2017-08-18,Rowing_Machine,95,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,7,2373,628,2017-08-19,Elliptical,58,5
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,11,2742,930,2017-08-20,Rowing_Machine,98,9
115622549410869000000,Jeff,Jakubiak,M,39,"5,11",165,12,2187,362,2017-08-21,Swimming,0,4
